[2025-05-28 21:47:45] [INFO    ] discord.client: logging in using static token
[2025-05-28 21:49:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T11:49:00.625000+00:00', 'pinned': False, 'nonce': '3964913137094905925', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1371288912923725865', '1370600114686787628'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-10T03:15:31.923000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377252317593866334', 'flags': 0, 'embeds': [{'type': 'rich', 'title': "shwan.dev's Total VC-Time", 'fields': [{'value': 'Has no VC-Time!', 'name': '', 'inline': False}], 'content_scan_version': 0, 'color': 10181046}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1370599927134031893', 'author': {'username': 'shwannybot', 'public_flags': 0, 'primary_guild': None, 'id': '1370597875129778289', 'global_name': None, 'discriminator': '7049', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '7f412cffae126c5d3b307c230268ee07'}, 'attachments': [], 'guild_id': '1370599926580379829'}}
[2025-05-28 21:49:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-28 21:49:01] [DEBUG   ] discord.client: Dispatching event message
[2025-05-28 21:49:01] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1370599927134031893/messages with {"embeds":[{"fields":[{"inline":false,"name":"","value":"Has no VC-Time!"}],"flags":0,"color":10181046,"type":"rich","title":"shwan.dev's Total VC-Time"}],"content":null,"components":[],"nonce":"3964913137094905925","enforce_nonce":true,"tts":false} has returned 200
[2025-05-28 21:49:01] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1370599927134031893/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': "shwan.dev's Total VC-Time", 'color': 10181046, 'fields': [{'name': '', 'value': 'Has no VC-Time!', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-05-28T11:49:00.625000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1377252317593866334', 'channel_id': '1370599927134031893', 'author': {'id': '1370597875129778289', 'username': 'shwannybot', 'avatar': '7f412cffae126c5d3b307c230268ee07', 'discriminator': '7049', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3964913137094905925'}
[2025-05-28 21:49:01] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-28 21:49:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-28 21:49:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-28 21:49:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-28 21:49:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-28 21:50:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-28 21:50:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-28 21:51:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-28 21:51:13] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-05-28 21:51:13] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-05-28 21:51:13] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-05-28 21:51:13] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-05-28 21:51:14] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-05-28 21:51:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-us-east1-b-qnzg",{"micros":0.0}]']}}
[2025-05-28 21:51:14] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-05-28 21:51:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-28 21:51:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'RESUMED', 's': 15, 'op': 0, 'd': {'_trace': ['["gateway-prd-us-east1-b-qnzg",{"micros":6655,"calls":["id_created",{"micros":0,"calls":[]},"session_lookup_time",{"micros":1911,"calls":[]},"session_lookup_finished",{"micros":11,"calls":[]},"discord-sessions-prd-2-124",{"micros":14}]}]']}}
[2025-05-28 21:51:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-28 21:51:14] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session 39e592a80a40b3db262d3c1aba04603e.
[2025-05-28 21:51:14] [DEBUG   ] discord.client: Dispatching event resumed
[2025-05-28 21:51:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-05-28 21:51:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-28 21:52:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-05-28 21:52:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-28 21:53:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-05-28 21:53:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
